run_accession	sample_title
ERR1076034	10317.000015949
ERR1076035	10317.BLANK.10.A.r10
ERR1076036	10317.BLANK.10.B.r10
ERR1076037	10317.BLANK.10.C.r10
ERR1076038	10317.BLANK.10.D.r10
ERR1076039	10317.BLANK.10.E.r10
ERR1076040	10317.BLANK.10.F.r10
ERR1076041	10317.BLANK.10.G.r10
ERR1076042	10317.BLANK.10.H.r10
ERR1076043	10317.BLANK.11.A.r10
ERR1076044	10317.BLANK.11.B.r10
ERR1076045	10317.BLANK.11.C.r10
ERR1076046	10317.BLANK.11.D.r10
ERR1076047	10317.BLANK.11.E.r10
ERR1076048	10317.BLANK.4.A.r10
ERR1076049	10317.BLANK.4.B.r10
ERR1076050	10317.BLANK.4.C.r10
ERR1076051	10317.BLANK.4.D.r10
ERR1076052	10317.BLANK.4.E.r10
ERR1076053	10317.BLANK.4.F.r10
ERR1076054	10317.BLANK.4.G.r10
ERR1076055	10317.BLANK.4.H.r10
ERR1076056	10317.BLANK.7.A.r10
ERR1076057	10317.BLANK.7.B.r10
ERR1076058	10317.BLANK.7.C.r10
ERR1076059	10317.BLANK.7.D.r10
ERR1076060	10317.BLANK.7.E.r10
ERR1076061	10317.BLANK.7.F.r10
ERR1076062	10317.BLANK.7.G.r10
ERR1076063	10317.BLANK.7.H.r10
ERR1076064	10317.BLANK.8.A.r10
ERR1076065	10317.BLANK.8.B.r10
ERR1076066	10317.BLANK.8.C.r10
ERR1076067	10317.BLANK.8.D.r10
ERR1076068	10317.BLANK.8.E.r10
ERR1076069	10317.BLANK.8.F.r10
ERR1076070	10317.BLANK.8.G.r10
ERR1076071	10317.BLANK.8.H.r10
ERR1076072	10317.BLANK.r10
ERR1076627	10317.000001525
ERR1076628	10317.000001712
ERR1076629	10317.000002787
ERR1076630	10317.000002788
ERR1076631	10317.000003837
ERR1076632	10317.000003897
ERR1076633	10317.000003898
ERR1076634	10317.000004053
ERR1076635	10317.000004242
ERR1076636	10317.000006060
ERR1076637	10317.000006101
ERR1076638	10317.000006824
ERR1076639	10317.000007034
ERR1076640	10317.000009384
ERR1076641	10317.000009550
ERR1076642	10317.000009551
ERR1076643	10317.000009667
ERR1076644	10317.000009677
ERR1076645	10317.000009701
ERR1076646	10317.000010565
ERR1076647	10317.000010870
ERR1076648	10317.000010903
ERR1076649	10317.000010910
ERR1076650	10317.000010961
ERR1076651	10317.000011017
ERR1076652	10317.000011063
ERR1076653	10317.000011072
ERR1076654	10317.000011073
ERR1076655	10317.000011221
ERR1076656	10317.000011265
ERR1076657	10317.000011324
ERR1076658	10317.000011334
ERR1076659	10317.000012001
ERR1076660	10317.000012072
ERR1076661	10317.000012073
ERR1076662	10317.000012202
ERR1076663	10317.000012910
ERR1076664	10317.000012922
ERR1076665	10317.000012925
ERR1076666	10317.000012926
ERR1076667	10317.000012932
ERR1076668	10317.000012946
ERR1076669	10317.000012960
ERR1076670	10317.000013053
ERR1076671	10317.000013254
ERR1076672	10317.000013296
ERR1076673	10317.000013336
ERR1076674	10317.000013498
ERR1076675	10317.000013587
ERR1076676	10317.000013588
ERR1076677	10317.000013636
ERR1076678	10317.000013703
ERR1076679	10317.000013735
ERR1076680	10317.000013736
ERR1076681	10317.000013764
ERR1076682	10317.000013778
ERR1076683	10317.000013795
ERR1076684	10317.000013852
ERR1076685	10317.000013923
ERR1076686	10317.000013927
ERR1076687	10317.000013939
ERR1076688	10317.000013944
ERR1076689	10317.000014097
ERR1076690	10317.000014155
ERR1076691	10317.000014243
ERR1076692	10317.000014369
ERR1076693	10317.000014397
ERR1076694	10317.000014434
ERR1076695	10317.000014458
ERR1076696	10317.000014501
ERR1076697	10317.000014505
ERR1076698	10317.000014542
ERR1076699	10317.000014548
ERR1076700	10317.000014552
ERR1076701	10317.000014566
ERR1076702	10317.000014568
ERR1076703	10317.000014572
ERR1076704	10317.000014613
ERR1076705	10317.000014614
ERR1076706	10317.000014682
ERR1076707	10317.000014796
ERR1076708	10317.000014868
ERR1076709	10317.000014869
ERR1076710	10317.000014876
ERR1076711	10317.000014887
ERR1076712	10317.000014896
ERR1076713	10317.000014900
ERR1076714	10317.000014930
ERR1076715	10317.000015057
ERR1076716	10317.000015058
ERR1076717	10317.000015059
ERR1076718	10317.000015060
ERR1076719	10317.000015061
ERR1076720	10317.000015062
ERR1076721	10317.000015064
ERR1076722	10317.000015065
ERR1076723	10317.000015120
ERR1076724	10317.000015137
ERR1076725	10317.000015138
ERR1076726	10317.000015139
ERR1076727	10317.000015140
ERR1076728	10317.000015151
ERR1076729	10317.000015152
ERR1076730	10317.000015154
ERR1076731	10317.000015155
ERR1076732	10317.000015161
ERR1076733	10317.000015163
ERR1076734	10317.000015164
ERR1076735	10317.000015165
ERR1076736	10317.000015171
ERR1076737	10317.000015172
ERR1076738	10317.000015173
ERR1076739	10317.000015174
ERR1076740	10317.000015176
ERR1076741	10317.000015178
ERR1076742	10317.000015179
ERR1076743	10317.000015180
ERR1076744	10317.000015181
ERR1076745	10317.000015182
ERR1076746	10317.000015183
ERR1076747	10317.000015184
ERR1076748	10317.000015185
ERR1076749	10317.000015207
ERR1076750	10317.000015208
ERR1076751	10317.000015209
ERR1076752	10317.000015210
ERR1076753	10317.000015211
ERR1076754	10317.000015212
ERR1076755	10317.000015214
ERR1076756	10317.000015215
ERR1076757	10317.000015216
ERR1076758	10317.000015217
ERR1076759	10317.000015219
ERR1076760	10317.000015220
ERR1076761	10317.000015221
ERR1076762	10317.000015222
ERR1076763	10317.000015223
ERR1076764	10317.000015224
ERR1076765	10317.000015252
ERR1076766	10317.000015253
ERR1076767	10317.000015254
ERR1076768	10317.000015255
ERR1076769	10317.000015261
ERR1076770	10317.000015262
ERR1076771	10317.000015263
ERR1076772	10317.000015264
ERR1076773	10317.000015265
ERR1076774	10317.000015276
ERR1076775	10317.000015278
ERR1076776	10317.000015279
ERR1076777	10317.000015280
ERR1076778	10317.000015284
ERR1076779	10317.000015291
ERR1076780	10317.000015292
ERR1076781	10317.000015293
ERR1076782	10317.000015295
ERR1076783	10317.000015305
ERR1076784	10317.000015326
ERR1076785	10317.000015328
ERR1076786	10317.000015329
ERR1076787	10317.000015330
ERR1076788	10317.000015341
ERR1076789	10317.000015342
ERR1076790	10317.000015343
ERR1076791	10317.000015344
ERR1076792	10317.000015346
ERR1076793	10317.000015347
ERR1076794	10317.000015349
ERR1076795	10317.000015350
ERR1076796	10317.000015351
ERR1076797	10317.000015352
ERR1076798	10317.000015354
ERR1076799	10317.000015355
ERR1076800	10317.000015381
ERR1076801	10317.000015382
ERR1076802	10317.000015383
ERR1076803	10317.000015385
ERR1076804	10317.000015391
ERR1076805	10317.000015392
ERR1076806	10317.000015393
ERR1076807	10317.000015394
ERR1076808	10317.000015401
ERR1076809	10317.000015403
ERR1076810	10317.000015404
ERR1076811	10317.000015405
ERR1076812	10317.000015447
ERR1076813	10317.000015448
ERR1076814	10317.000015449
ERR1076815	10317.000015450
ERR1076816	10317.000015461
ERR1076817	10317.000015463
ERR1076818	10317.000015464
ERR1076819	10317.000015465
ERR1076820	10317.000015492
ERR1076821	10317.000015538
ERR1076822	10317.000015584
ERR1076823	10317.000015591
ERR1076824	10317.000015598
ERR1076825	10317.000015604
ERR1076826	10317.000015830
ERR1076827	10317.000015849
ERR1076828	10317.000015850
ERR1076829	10317.000015854
ERR1076830	10317.000015855
ERR1076831	10317.000015865
ERR1076832	10317.000015867
ERR1076833	10317.000015877
ERR1076834	10317.000015881
ERR1076835	10317.000015910
ERR1076836	10317.000015912
ERR1076837	10317.000015913
ERR1076838	10317.000015931
ERR1076839	10317.000015976
ERR1076840	10317.000015977
ERR1076841	10317.000015978
ERR1076842	10317.000016179
ERR1076843	10317.000016314
ERR1076844	10317.000016316
ERR1076845	10317.000016321
ERR1076846	10317.000016323
ERR1076847	10317.000016325
ERR1076848	10317.000016331
ERR1076849	10317.000016334
ERR1076850	10317.000016339
ERR1076851	10317.000016344
ERR1076852	10317.000016347
ERR1076853	10317.000016353
ERR1076854	10317.000016359
ERR1076855	10317.000016360
ERR1076856	10317.000016369
ERR1076857	10317.000016370
ERR1076858	10317.000016371
ERR1076859	10317.000016481
ERR1076860	10317.000016484
ERR1076861	10317.000016485
ERR1076862	10317.000016488
ERR1076863	10317.000016489
ERR1076864	10317.000016490
ERR1076865	10317.000016491
ERR1076866	10317.000016498
ERR1076867	10317.000016499
ERR1076868	10317.000016500
ERR1076869	10317.000016501
ERR1076870	10317.BLANK.10A.r12
ERR1076871	10317.BLANK.10B.r12
ERR1076872	10317.BLANK.10C.r12
ERR1076873	10317.BLANK.10D.r12
ERR1076874	10317.BLANK.10E.r12
ERR1076875	10317.BLANK.10F.r12
ERR1076876	10317.BLANK.10G.r12
ERR1076877	10317.BLANK.10H.r12
ERR1076878	10317.BLANK.12A.r12
ERR1076879	10317.BLANK.12B.r12
ERR1076880	10317.BLANK.12C.r12
ERR1076881	10317.BLANK.12D.r12
ERR1076882	10317.BLANK.12E.r12
ERR1076883	10317.BLANK.12F.r12
ERR1076884	10317.BLANK.12G.r12
ERR1076885	10317.BLANK.12H.r12
ERR1076886	10317.BLANK.1A.r12
ERR1076887	10317.BLANK.1B.r12
ERR1076888	10317.BLANK.1C.r12
ERR1076889	10317.BLANK.1D.r12
ERR1076890	10317.BLANK.1E.r12
ERR1076891	10317.BLANK.1F.r12
ERR1076892	10317.BLANK.1G.r12
ERR1076893	10317.BLANK.1H.r12
ERR1076894	10317.BLANK.5G.r12
ERR1076895	10317.BLANK.6G.r12
ERR1076896	10317.BLANK.7A.r12
ERR1076897	10317.BLANK.7B.r12
ERR1076898	10317.BLANK.7C.r12
ERR1076899	10317.BLANK.7D.r12
ERR1076900	10317.BLANK.7E.r12
ERR1076901	10317.BLANK.7F.r12
ERR1076902	10317.blank.r12
ERR1076903	10317.000001234
ERR1076904	10317.000001614
ERR1076905	10317.000001702
ERR1076906	10317.000004245
ERR1076907	10317.000005851
ERR1076908	10317.000007072
ERR1076909	10317.000007073
ERR1076910	10317.000009756
ERR1076911	10317.000010758
ERR1076912	10317.000010759
ERR1076913	10317.000010783
ERR1076914	10317.000011160
ERR1076915	10317.000011368
ERR1076916	10317.000011369
ERR1076917	10317.000011379
ERR1076918	10317.000012043
ERR1076919	10317.000012044
ERR1076920	10317.000012112
ERR1076921	10317.000012163
ERR1076922	10317.000012164
ERR1076923	10317.000012284
ERR1076924	10317.000013305
ERR1076925	10317.000013561
ERR1076926	10317.000013562
ERR1076927	10317.000013697
ERR1076928	10317.000013789
ERR1076929	10317.000014076
ERR1076930	10317.000014197
ERR1076931	10317.000014347
ERR1076932	10317.000014356
ERR1076933	10317.000014810
ERR1076934	10317.000014890
ERR1076935	10317.000014933
ERR1076936	10317.000015036
ERR1076937	10317.000015037
ERR1076938	10317.000015038
ERR1076939	10317.000015039
ERR1076940	10317.000015040
ERR1076941	10317.000015071
ERR1076942	10317.000015072
ERR1076943	10317.000015073
ERR1076944	10317.000015074
ERR1076945	10317.000015075
ERR1076946	10317.000015096
ERR1076947	10317.000015097
ERR1076948	10317.000015098
ERR1076949	10317.000015099
ERR1076950	10317.000015121
ERR1076951	10317.000015122
ERR1076952	10317.000015123
ERR1076953	10317.000015124
ERR1076954	10317.000015125
ERR1076955	10317.000015156
ERR1076956	10317.000015157
ERR1076957	10317.000015158
ERR1076958	10317.000015159
ERR1076959	10317.000015160
ERR1076960	10317.000015190
ERR1076961	10317.000015191
ERR1076962	10317.000015192
ERR1076963	10317.000015193
ERR1076964	10317.000015194
ERR1076965	10317.000015195
ERR1076966	10317.000015256
ERR1076967	10317.000015257
ERR1076968	10317.000015258
ERR1076969	10317.000015259
ERR1076970	10317.000015296
ERR1076971	10317.000015297
ERR1076972	10317.000015298
ERR1076973	10317.000015299
ERR1076974	10317.000015300
ERR1076975	10317.000015577
ERR1076976	10317.000015623
ERR1076977	10317.000016182
ERR1076978	10317.000016183
ERR1076979	10317.000016186
ERR1076980	10317.000016187
ERR1076981	10317.000016192
ERR1076982	10317.000016193
ERR1076983	10317.000016200
ERR1076984	10317.000016201
ERR1076985	10317.000016202
ERR1076986	10317.000016203
ERR1076987	10317.000016204
ERR1076988	10317.000016205
ERR1076989	10317.000016206
ERR1076990	10317.000016207
ERR1076991	10317.000016208
ERR1076992	10317.000016209
ERR1076993	10317.000016215
ERR1076994	10317.000016216
ERR1076995	10317.000016217
ERR1076996	10317.000016218
ERR1076997	10317.000016219
ERR1076998	10317.000016220
ERR1076999	10317.000016221
ERR1077000	10317.000016222
ERR1077001	10317.000016223
ERR1077002	10317.000016224
ERR1077003	10317.000016226
ERR1077004	10317.000016227
ERR1077005	10317.000016229
ERR1077006	10317.000016230
ERR1077007	10317.000016231
ERR1077008	10317.000016232
ERR1077009	10317.000016233
ERR1077010	10317.000016234
ERR1077011	10317.000016235
ERR1077012	10317.000016236
ERR1077013	10317.000016237
ERR1077014	10317.000016238
ERR1077015	10317.000016239
ERR1077016	10317.000016245
ERR1077017	10317.000016246
ERR1077018	10317.000016247
ERR1077019	10317.000016248
ERR1077020	10317.000016255
ERR1077021	10317.000016256
ERR1077022	10317.000016257
ERR1077023	10317.000016258
ERR1077024	10317.000016259
ERR1077025	10317.000016260
ERR1077026	10317.000016261
ERR1077027	10317.000016262
ERR1077028	10317.000016263
ERR1077029	10317.000016264
ERR1077030	10317.000016265
ERR1077031	10317.000016266
ERR1077032	10317.000016267
ERR1077033	10317.000016268
ERR1077034	10317.000016269
ERR1077035	10317.000016270
ERR1077036	10317.000016271
ERR1077037	10317.000016272
ERR1077038	10317.000016273
ERR1077039	10317.000016274
ERR1077040	10317.000016275
ERR1077041	10317.000016276
ERR1077042	10317.000016277
ERR1077043	10317.000016278
ERR1077044	10317.000016279
ERR1077045	10317.000016280
ERR1077046	10317.000016281
ERR1077047	10317.000016282
ERR1077048	10317.000016283
ERR1077049	10317.000016284
ERR1077050	10317.000016285
ERR1077051	10317.000016286
ERR1077052	10317.000016287
ERR1077053	10317.000016288
ERR1077054	10317.000016289
ERR1077055	10317.000016290
ERR1077056	10317.000016291
ERR1077057	10317.000016292
ERR1077058	10317.000016293
ERR1077059	10317.000016294
ERR1077060	10317.000016295
ERR1077061	10317.000016296
ERR1077062	10317.000016297
ERR1077063	10317.000016401
ERR1077064	10317.000016403
ERR1077065	10317.000016404
ERR1077066	10317.000016406
ERR1077067	10317.000016432
ERR1077068	10317.000016433
ERR1077069	10317.000016449
ERR1077070	10317.000016684
ERR1077071	10317.000016685
ERR1077072	10317.000016686
ERR1077073	10317.000016687
ERR1077074	10317.000016688
ERR1077075	10317.000016689
ERR1077076	10317.000016690
ERR1077077	10317.000016691
ERR1077078	10317.000016692
ERR1077079	10317.000016693
ERR1077080	10317.000016697
ERR1077081	10317.000016698
ERR1077082	10317.000016699
ERR1077083	10317.000016700
ERR1077084	10317.000016701
ERR1077085	10317.000016702
ERR1077086	10317.000016703
ERR1077087	10317.000016704
ERR1077088	10317.000016705
ERR1077089	10317.000016706
ERR1077090	10317.000016707
ERR1077091	10317.000016708
ERR1077092	10317.000016709
ERR1077093	10317.000016710
ERR1077094	10317.000016711
ERR1077095	10317.000016712
ERR1077096	10317.000016713
ERR1077097	10317.000016714
ERR1077098	10317.000016715
ERR1077099	10317.000016716
ERR1077100	10317.000016717
ERR1077101	10317.000016718
ERR1077102	10317.000016719
ERR1077103	10317.000016720
ERR1077104	10317.000016721
ERR1077105	10317.000016722
ERR1077106	10317.000016723
ERR1077107	10317.000016725
ERR1077108	10317.000016726
ERR1077109	10317.000016727
ERR1077110	10317.000016728
ERR1077111	10317.000016729
ERR1077112	10317.000016730
ERR1077113	10317.000016731
ERR1077114	10317.000016734
ERR1077115	10317.000016735
ERR1077116	10317.000016736
ERR1077117	10317.000016737
ERR1077118	10317.000016738
ERR1077119	10317.000016739
ERR1077120	10317.000016740
ERR1077121	10317.000016741
ERR1077122	10317.000016742
ERR1077123	10317.000016743
ERR1077124	10317.000016744
ERR1077125	10317.000016745
ERR1077126	10317.000016746
ERR1077127	10317.000016747
ERR1077128	10317.000016748
ERR1077129	10317.000016749
ERR1077130	10317.000016750
ERR1077131	10317.000016751
ERR1077132	10317.000016752
ERR1077133	10317.000016754
ERR1077134	10317.000016755
ERR1077135	10317.000016756
ERR1077136	10317.000016757
ERR1077137	10317.000016759
ERR1077138	10317.000016760
ERR1077139	10317.000016761
ERR1077140	10317.000016762
ERR1077141	10317.000016763
ERR1077142	10317.000016764
ERR1077143	10317.000016765
ERR1077144	10317.000016766
ERR1077145	10317.000016767
ERR1077146	10317.000016768
ERR1077147	10317.000016769
ERR1077148	10317.000016770
ERR1077149	10317.000016771
ERR1077150	10317.000016772
ERR1077151	10317.000016773
ERR1077152	10317.000017056
ERR1077153	10317.000017057
ERR1077154	10317.000017058
ERR1077155	10317.000017059
ERR1077156	10317.000017060
ERR1077157	10317.000017185
ERR1077158	10317.000017215
ERR1077159	10317.000017216
ERR1077160	10317.000017217
ERR1077161	10317.000017218
ERR1077162	10317.000017219
ERR1077163	10317.000017220
ERR1077164	10317.000017261
ERR1077165	10317.000017262
ERR1077166	10317.000017265
ERR1077167	10317.000017276
ERR1077168	10317.000017287
ERR1077169	10317.000017288
ERR1077170	10317.000017294
ERR1077171	10317.000017295
ERR1077172	10317.000017353
ERR1077173	10317.000017354
ERR1077174	10317.000017356
ERR1077175	10317.000017357
ERR1077176	10317.000017644
ERR1077177	10317.000017654
ERR1077178	10317.000017667
ERR1077179	10317.000017699
ERR1077180	10317.000017705
ERR1077181	10317.000017708
ERR1077182	10317.000017710
ERR1077183	10317.000017740
ERR1077184	10317.000017743
ERR1077185	10317.000017756
ERR1077186	10317.000017760
ERR1077187	10317.000017780
ERR1077188	10317.000017781
ERR1077189	10317.000018027
ERR1077190	10317.000018028
ERR1077191	10317.000018031
ERR1077192	10317.000018032
ERR1077193	10317.000018033
ERR1077194	10317.000018035
ERR1077195	10317.000018038
ERR1077196	10317.000018039
ERR1077197	10317.000018041
ERR1077198	10317.000018047
ERR1077199	10317.000018066
ERR1077200	10317.000018075
ERR1077201	10317.000018076
ERR1077202	10317.000018297
ERR1077203	10317.000018302
ERR1077204	10317.000018311
ERR1077205	10317.000018383
ERR1077206	10317.000018390
ERR1077207	10317.000018409
ERR1077208	10317.BLANK.1.1A.r13
ERR1077209	10317.BLANK.1.1B.r13
ERR1077210	10317.BLANK.1.1C.r13
ERR1077211	10317.BLANK.1.1D.r13
ERR1077212	10317.BLANK.1.1E.r13
ERR1077213	10317.BLANK.1.1F.r13
ERR1077214	10317.BLANK.1.1G.r13
ERR1077215	10317.BLANK.1.1H.r13
ERR1077216	10317.BLANK.12E.r13
ERR1077217	10317.BLANK.12F.r13
ERR1077218	10317.BLANK.12G.r13
ERR1077219	10317.BLANK.12H.r13
ERR1077220	10317.BLANK.2.10A.r13
ERR1077221	10317.BLANK.2.10D.r13
ERR1077222	10317.BLANK.2.10E.r13
ERR1077223	10317.BLANK.2.10F.r13
ERR1077224	10317.BLANK.2.10H.r13
ERR1077225	10317.BLANK.2.11A.r13
ERR1077226	10317.BLANK.2.11C.r13
ERR1077227	10317.BLANK.2.11D.r13
ERR1077228	10317.BLANK.2.11H.r13
ERR1077229	10317.BLANK.2.12A.r13
ERR1077230	10317.BLANK.2.12B.r13
ERR1077231	10317.BLANK.2.12C.r13
ERR1077232	10317.BLANK.2.12D.r13
ERR1077233	10317.BLANK.2.12E.r13
ERR1077234	10317.BLANK.2.12F.r13
ERR1077235	10317.BLANK.2.12H.r13
ERR1077236	10317.BLANK.2.6H.r13
ERR1077237	10317.BLANK.2.7A.r13
ERR1077238	10317.BLANK.2.7C.r13
ERR1077239	10317.BLANK.2.7D.r13
ERR1077240	10317.BLANK.2.7E.r13
ERR1077241	10317.BLANK.2.7F.r13
ERR1077242	10317.BLANK.2.7G.r13
ERR1077243	10317.BLANK.2.7H.r13
ERR1077244	10317.BLANK.2.8A.r13
ERR1077245	10317.BLANK.2.8B.r13
ERR1077246	10317.BLANK.2.8C.r13
ERR1077247	10317.BLANK.2.8E.r13
ERR1077248	10317.BLANK.2.8F.r13
ERR1077249	10317.BLANK.2.8G.r13
ERR1077250	10317.BLANK.2.8H.r13
ERR1077251	10317.BLANK.2.9A.r13
ERR1077252	10317.BLANK.2.9B.r13
ERR1077253	10317.BLANK.2.9C.r13
ERR1077254	10317.BLANK.2.9D.r13
ERR1077255	10317.BLANK.2.9E.r13
ERR1077256	10317.BLANK.2.9H.r13
ERR1077257	10317.BLANK.57.11D.r13
ERR1077258	10317.BLANK.57.11E.r13
ERR1077259	10317.BLANK.57.11F.r13
ERR1077260	10317.BLANK.57.11G.r13
ERR1077261	10317.BLANK.57.11H.r13
ERR1077262	10317.000001247
ERR1077263	10317.000001820
ERR1077264	10317.000001936
ERR1077265	10317.000002019
ERR1077266	10317.000003388
ERR1077267	10317.000003389
ERR1077268	10317.000003390
ERR1077269	10317.000004249
ERR1077270	10317.000004250
ERR1077271	10317.000004888
ERR1077272	10317.000005801
ERR1077273	10317.000005802
ERR1077274	10317.000005803
ERR1077275	10317.000006029
ERR1077276	10317.000007007
ERR1077277	10317.000007704
ERR1077278	10317.000009446
ERR1077279	10317.000009692
ERR1077280	10317.000009693
ERR1077281	10317.000010548
ERR1077282	10317.000010721
ERR1077283	10317.000010797
ERR1077284	10317.000011031
ERR1077285	10317.000011065
ERR1077286	10317.000011143
ERR1077287	10317.000011192
ERR1077288	10317.000011330
ERR1077289	10317.000011377
ERR1077290	10317.000011378
ERR1077291	10317.000011939
ERR1077292	10317.000011943
ERR1077293	10317.000012027
ERR1077294	10317.000012028
ERR1077295	10317.000012122
ERR1077296	10317.000012162
ERR1077297	10317.000012248
ERR1077298	10317.000012402
ERR1077299	10317.000012914
ERR1077300	10317.000012947
ERR1077301	10317.000012976
ERR1077302	10317.000012987
ERR1077303	10317.000013022
ERR1077304	10317.000013023
ERR1077305	10317.000013055
ERR1077306	10317.000013131
ERR1077307	10317.000013182
ERR1077308	10317.000013618
ERR1077309	10317.000013690
ERR1077310	10317.000013701
ERR1077311	10317.000013748
ERR1077312	10317.000013890
ERR1077313	10317.000013998
ERR1077314	10317.000013999
ERR1077315	10317.000014132
ERR1077316	10317.000014279
ERR1077317	10317.000014280
ERR1077318	10317.000014430
ERR1077319	10317.000014543
ERR1077320	10317.000014563
ERR1077321	10317.000014612
ERR1077322	10317.000014630
ERR1077323	10317.000014684
ERR1077324	10317.000014797
ERR1077325	10317.000014877
ERR1077326	10317.000014880
ERR1077327	10317.000014908
ERR1077328	10317.000014922
ERR1077329	10317.000014939
ERR1077330	10317.000014980
ERR1077331	10317.000014981
ERR1077332	10317.000015016
ERR1077333	10317.000015505
ERR1077334	10317.000015552
ERR1077335	10317.000015568
ERR1077336	10317.000015569
ERR1077337	10317.000015571
ERR1077338	10317.000015575
ERR1077339	10317.000015580
ERR1077340	10317.000015587
ERR1077341	10317.000015589
ERR1077342	10317.000015594
ERR1077343	10317.000015596
ERR1077344	10317.000015599
ERR1077345	10317.000015605
ERR1077346	10317.000015607
ERR1077347	10317.000015616
ERR1077348	10317.000015621
ERR1077349	10317.000015624
ERR1077350	10317.000015627
ERR1077351	10317.000015632
ERR1077352	10317.000015634
ERR1077353	10317.000015636
ERR1077354	10317.000015638
ERR1077355	10317.000015639
ERR1077356	10317.000015827
ERR1077357	10317.000015828
ERR1077358	10317.000015856
ERR1077359	10317.000015862
ERR1077360	10317.000015874
ERR1077361	10317.000015878
ERR1077362	10317.000015886
ERR1077363	10317.000015898
ERR1077364	10317.000015899
ERR1077365	10317.000015907
ERR1077366	10317.000015924
ERR1077367	10317.000015999
ERR1077368	10317.000016166
ERR1077369	10317.000016171
ERR1077370	10317.000016174
ERR1077371	10317.000016177
ERR1077372	10317.000016309
ERR1077373	10317.000016313
ERR1077374	10317.000016333
ERR1077375	10317.000016340
ERR1077376	10317.000016354
ERR1077377	10317.000016355
ERR1077378	10317.000016356
ERR1077379	10317.000016405
ERR1077380	10317.000016407
ERR1077381	10317.000016408
ERR1077382	10317.000016409
ERR1077383	10317.000016414
ERR1077384	10317.000016415
ERR1077385	10317.000016456
ERR1077386	10317.000016457
ERR1077387	10317.000016458
ERR1077388	10317.000016467
ERR1077389	10317.000016470
ERR1077390	10317.000017121
ERR1077391	10317.000017122
ERR1077392	10317.000017123
ERR1077393	10317.000017133
ERR1077394	10317.000017161
ERR1077395	10317.000017162
ERR1077396	10317.000017163
ERR1077397	10317.000017208
ERR1077398	10317.000017273
ERR1077399	10317.000017326
ERR1077400	10317.000017328
ERR1077401	10317.000017329
ERR1077402	10317.000017330
ERR1077403	10317.000017335
ERR1077404	10317.000017338
ERR1077405	10317.000017339
ERR1077406	10317.000017349
ERR1077407	10317.000017352
ERR1077408	10317.000017624
ERR1077409	10317.000017625
ERR1077410	10317.000017631
ERR1077411	10317.000017632
ERR1077412	10317.000017636
ERR1077413	10317.000017638
ERR1077414	10317.000017647
ERR1077415	10317.000017651
ERR1077416	10317.000017652
ERR1077417	10317.000017653
ERR1077418	10317.000017657
ERR1077419	10317.000017658
ERR1077420	10317.000017663
ERR1077421	10317.000017664
ERR1077422	10317.000017700
ERR1077423	10317.000017737
ERR1077424	10317.000017742
ERR1077425	10317.000017746
ERR1077426	10317.000017747
ERR1077427	10317.000017750
ERR1077428	10317.000017766
ERR1077429	10317.000017769
ERR1077430	10317.000017770
ERR1077431	10317.000018029
ERR1077432	10317.000018045
ERR1077433	10317.000018065
ERR1077434	10317.000018081
ERR1077435	10317.BLANK.52.3A.r14
ERR1077436	10317.BLANK.52.3B.r14
ERR1077437	10317.BLANK.52.3E.r14
ERR1077438	10317.BLANK.52.3F.r14
ERR1077439	10317.BLANK.52.3G.r14
ERR1077440	10317.BLANK.52.3H.r14
ERR1077441	10317.BLANK.54.5A.r14
ERR1077442	10317.BLANK.54.5B.r14
ERR1077443	10317.BLANK.54.5C.r14
ERR1077444	10317.BLANK.54.5D.r14
ERR1077445	10317.BLANK.54.5E.r14
ERR1077446	10317.BLANK.54.5G.r14
ERR1077447	10317.BLANK.54.5H.r14
ERR1077487	10317.000001044
ERR1077488	10317.000001061
ERR1077489	10317.000001688
ERR1077490	10317.000002335
ERR1077491	10317.000004889
ERR1077492	10317.000007021
ERR1077493	10317.000007681
ERR1077494	10317.000007750
ERR1077495	10317.000007751
ERR1077496	10317.000007752
ERR1077497	10317.000007753
ERR1077498	10317.000007754
ERR1077499	10317.000007756
ERR1077500	10317.000007757
ERR1077501	10317.000007758
ERR1077502	10317.000007759
ERR1077503	10317.000007760
ERR1077504	10317.000007761
ERR1077505	10317.000007762
ERR1077506	10317.000007763
ERR1077507	10317.000007764
ERR1077508	10317.000007766
ERR1077509	10317.000007767
ERR1077510	10317.000007768
ERR1077511	10317.000007769
ERR1077512	10317.000007770
ERR1077513	10317.000007771
ERR1077514	10317.000007772
ERR1077515	10317.000007773
ERR1077516	10317.000007774
ERR1077517	10317.000007775
ERR1077518	10317.000007776
ERR1077519	10317.000007777
ERR1077520	10317.000007778
ERR1077521	10317.000007779
ERR1077522	10317.000007780
ERR1077523	10317.000007781
ERR1077524	10317.000007782
ERR1077525	10317.000007783
ERR1077526	10317.000007784
ERR1077527	10317.000007785
ERR1077528	10317.000007788
ERR1077529	10317.000007789
ERR1077530	10317.000007790
ERR1077531	10317.000007791
ERR1077532	10317.000007792
ERR1077533	10317.000007794
ERR1077534	10317.000007796
ERR1077535	10317.000007797
ERR1077536	10317.000007799
ERR1077537	10317.000007803
ERR1077538	10317.000007806
ERR1077539	10317.000007810
ERR1077540	10317.000007818
ERR1077541	10317.000007822
ERR1077542	10317.000007823
ERR1077543	10317.000007824
ERR1077544	10317.000007825
ERR1077545	10317.000007826
