run_accession	sample_title
ERR1389679	10317.000031338
ERR1389680	10317.000031501
ERR1389681	10317.000031813
ERR1389682	10317.000031817
ERR1389683	10317.000031835
ERR1389684	10317.000031851
ERR1389685	10317.000031878
ERR1389686	10317.000031889
ERR1389687	10317.000031890
ERR1389688	10317.000032620
ERR1389689	10317.000032627
ERR1389690	10317.000032629
ERR1389691	10317.000032676
ERR1389692	10317.000032677
ERR1389693	10317.000032703
ERR1389694	10317.000032707
ERR1389695	10317.000032720
ERR1389696	10317.000032726
ERR1389697	10317.000032728
ERR1389698	10317.000032757
ERR1389699	10317.000032834
ERR1389700	10317.000032848
ERR1389701	10317.000032872
ERR1389702	10317.000032882
ERR1389703	10317.000032942
ERR1389704	10317.000032963
ERR1389705	10317.000033027
ERR1389706	10317.000033061
ERR1389707	10317.000033139
ERR1389708	10317.000033140
ERR1389709	10317.000033156
ERR1389710	10317.000033157
ERR1389711	10317.000033158
ERR1389712	10317.000033171
ERR1389713	10317.000033173
ERR1389714	10317.000033184
ERR1389715	10317.000033374
ERR1389716	10317.000033459
ERR1389717	10317.000033471
ERR1389718	10317.000033472
ERR1389719	10317.000033473
ERR1389720	10317.000033494
ERR1389721	10317.000033495
ERR1389722	10317.000033496
ERR1389723	10317.000033497
ERR1389724	10317.000033546
ERR1389725	10317.000033548
ERR1389726	10317.000033552
ERR1389727	10317.000033553
ERR1389728	10317.000033554
ERR1389729	10317.000033564
ERR1389730	10317.000033565
ERR1389731	10317.000033566
ERR1389732	10317.000033748
ERR1389733	10317.000034134
ERR1389734	10317.000034192
ERR1389735	10317.000034253
ERR1389736	10317.000035383
ERR1389737	10317.000035394
ERR1389738	10317.000035441
ERR1389739	10317.000035464
ERR1389740	10317.000036147
ERR1389741	10317.000036209
ERR1389742	10317.000036434
ERR1389743	10317.000036848
ERR1389744	10317.000036849
ERR1389745	10317.000036858
ERR1389746	10317.000036862
ERR1389747	10317.000036980
ERR1389748	10317.000037534
ERR1389749	10317.000037551
ERR1389750	10317.000037582
ERR1389751	10317.000037584
ERR1389752	10317.000037598
ERR1389753	10317.000037915
ERR1389754	10317.000037925
ERR1389755	10317.000037927
ERR1389756	10317.000037935
ERR1389757	10317.000037939
ERR1389758	10317.000037941
ERR1389759	10317.000037943
ERR1389760	10317.000037949
ERR1389761	10317.000037950
ERR1389762	10317.000037961
ERR1389763	10317.000037964
ERR1389764	10317.000037967
ERR1389765	10317.000037974
ERR1389766	10317.000037984
ERR1389767	10317.000037987
ERR1389768	10317.000037989
ERR1389769	10317.000038003
ERR1389770	10317.000038006
ERR1389771	10317.000038008
ERR1389772	10317.000038010
ERR1389773	10317.000038011
ERR1389774	10317.000038020
ERR1389775	10317.000038022
ERR1389776	10317.000038024
ERR1389777	10317.000038028
ERR1389778	10317.000038031
ERR1389779	10317.000038039
ERR1389780	10317.000038051
ERR1389781	10317.000038054
ERR1389782	10317.000038057
ERR1389783	10317.000038060
ERR1389784	10317.000038061
ERR1389785	10317.000038063
ERR1389786	10317.000038067
ERR1389787	10317.000038068
ERR1389788	10317.000038075
ERR1389789	10317.000038092
ERR1389790	10317.000038097
ERR1389791	10317.000038099
ERR1389792	10317.000038118
ERR1389793	10317.000038121
ERR1389794	10317.000038126
ERR1389795	10317.000038131
ERR1389796	10317.000038135
ERR1389797	10317.000038136
ERR1389798	10317.000038146
ERR1389799	10317.000038148
ERR1389800	10317.000038155
ERR1389801	10317.000038159
ERR1389802	10317.000038161
ERR1389803	10317.000038165
ERR1389804	10317.000038166
ERR1389805	10317.000038175
ERR1389806	10317.000038176
ERR1389807	10317.000038186
ERR1389808	10317.000038190
ERR1389809	10317.000038191
ERR1389810	10317.000038192
ERR1389811	10317.000038193
ERR1389812	10317.000038194
ERR1389813	10317.000038207
ERR1389814	10317.000038208
ERR1389815	10317.000038220
ERR1389816	10317.000038224
ERR1389817	10317.000038227
ERR1389818	10317.000038228
ERR1389819	10317.000038231
ERR1389820	10317.000038232
ERR1389821	10317.000038239
ERR1389822	10317.000038240
ERR1389823	10317.000038245
ERR1389824	10317.000038246
ERR1389825	10317.000038255
ERR1389826	10317.000038256
ERR1389827	10317.000038272
ERR1389828	10317.000038275
ERR1389829	10317.000038276
ERR1389830	10317.000038281
ERR1389831	10317.000038283
ERR1389832	10317.000038285
ERR1389833	10317.000038286
ERR1389834	10317.000038301
ERR1389835	10317.000038302
ERR1389836	10317.000038305
ERR1389837	10317.000038311
ERR1389838	10317.000038312
ERR1389839	10317.000038317
ERR1389840	10317.000038326
ERR1389841	10317.000038328
ERR1389842	10317.000038329
ERR1389843	10317.000038333
ERR1389844	10317.000038334
ERR1389845	10317.000038336
ERR1389846	10317.000038337
ERR1389847	10317.000038338
ERR1389848	10317.000038346
ERR1389849	10317.000038351
ERR1389850	10317.000038352
ERR1389851	10317.000038353
ERR1389852	10317.000038354
ERR1389853	10317.000038378
ERR1389854	10317.000038424
ERR1389855	10317.000038446
ERR1389856	10317.000038484
ERR1389857	10317.000039810
ERR1389858	10317.000039813
ERR1389859	10317.000039858
ERR1389860	10317.000039859
ERR1389861	10317.000039860
ERR1389862	10317.000039889
ERR1389863	10317.000039903
ERR1389864	10317.000039953
ERR1389865	10317.000039982
ERR1389866	10317.000039990
ERR1389867	10317.000039992
ERR1389868	10317.000039994
ERR1389869	10317.000039996
ERR1389870	10317.000040003
ERR1389871	10317.000040007
ERR1389872	10317.000040025
ERR1389873	10317.000040027
ERR1389874	10317.000040030
ERR1389875	10317.000040033
ERR1389876	10317.000040040
ERR1389877	10317.000040043
ERR1389878	10317.000040048
ERR1389879	10317.000040052
ERR1389880	10317.000040055
ERR1389881	10317.000040057
ERR1389882	10317.000040058
ERR1389883	10317.000040080
ERR1389884	10317.000040094
ERR1389885	10317.000040095
ERR1389886	10317.000040106
ERR1389887	10317.000040111
ERR1389888	10317.000040136
ERR1389889	10317.000040142
ERR1389890	10317.000040143
ERR1389891	10317.000040144
ERR1389892	10317.000040153
ERR1389893	10317.000040316
ERR1389894	10317.000040318
ERR1389895	10317.000040319
ERR1389896	10317.000040324
ERR1389897	10317.000040340
ERR1389898	10317.000040372
ERR1389899	10317.000040374
ERR1389900	10317.000040376
ERR1389901	10317.000040377
ERR1389902	10317.000040378
ERR1389903	10317.000040379
ERR1389904	10317.000040380
ERR1389905	10317.000040381
ERR1389906	10317.000040383
ERR1389907	10317.000040385
ERR1389908	10317.000040390
ERR1389909	10317.000040394
ERR1389910	10317.000040395
ERR1389911	10317.000040397
ERR1389912	10317.000040398
ERR1389913	10317.000040399
ERR1389914	10317.000040401
ERR1389915	10317.000040402
ERR1389916	10317.000040406
ERR1389917	10317.000040407
ERR1389918	10317.000040410
ERR1389919	10317.000040411
ERR1389920	10317.000040413
ERR1389921	10317.000040415
ERR1389922	10317.000041258
ERR1389923	10317.000041303
ERR1389924	10317.000041334
ERR1389925	10317.000041337
ERR1389926	10317.000041522
ERR1389927	10317.000041527
ERR1389928	10317.000041528
ERR1389929	10317.000041532
ERR1389930	10317.000041536
ERR1389931	10317.000041539
ERR1389932	10317.000041554
ERR1389933	10317.000041620
ERR1389934	10317.000041633
ERR1389935	10317.000041642
ERR1389936	10317.000041661
ERR1389937	10317.000041666
ERR1389938	10317.000041685
ERR1389939	10317.000041695
ERR1389940	10317.000041698
ERR1389941	10317.000041699
ERR1389942	10317.000041714
ERR1389943	10317.000041724
ERR1389944	10317.000041735
ERR1389945	10317.000041736
ERR1389946	10317.000041737
ERR1389947	10317.000041739
ERR1389948	10317.000041740
ERR1389949	10317.000041772
ERR1389950	10317.000041779
ERR1389951	10317.000041786
ERR1389952	10317.000041935
ERR1389953	10317.000041936
ERR1389954	10317.000041937
ERR1389955	10317.000041939
ERR1389956	10317.000041945
ERR1389957	10317.000041950
ERR1389958	10317.000041952
ERR1389959	10317.000041957
ERR1389960	10317.000041959
ERR1389961	10317.000041960
ERR1389962	10317.000041962
ERR1389963	10317.000042012
ERR1389964	10317.000042014
ERR1389965	10317.000042025
ERR1389966	10317.000042026
ERR1389967	10317.000042557
ERR1389968	10317.000042568
ERR1389969	10317.000042586
ERR1389970	10317.000042664
ERR1389971	10317.000042665
ERR1389972	10317.000042676
ERR1389973	10317.000042692
ERR1389974	10317.000042735
ERR1389975	10317.000042737
ERR1389976	10317.000042739
ERR1389977	10317.000042744
ERR1389978	10317.000042747
ERR1389979	10317.000042751
ERR1389980	10317.000042754
ERR1389981	10317.000042755
ERR1389982	10317.000042756
ERR1389983	10317.000042765
ERR1389984	10317.000042981
ERR1389985	10317.000042999
ERR1389986	10317.000043062
ERR1389987	10317.000043066
ERR1389988	10317.000043075
ERR1389989	10317.000043083
ERR1389990	10317.000043089
ERR1389991	10317.000043092
ERR1389992	10317.000043093
ERR1389993	10317.000043097
ERR1389994	10317.000043098
ERR1389995	10317.000043099
ERR1389996	10317.000043100
ERR1389997	10317.000043104
ERR1389998	10317.000043117
ERR1389999	10317.000043118
ERR1390000	10317.000043122
ERR1390001	10317.000043151
ERR1390002	10317.000043152
ERR1390003	10317.000043153
ERR1390004	10317.000043161
ERR1390005	10317.000043162
ERR1390006	10317.000043164
ERR1390007	10317.000043168
ERR1390008	10317.000044360
ERR1390009	10317.000044378
ERR1390010	10317.000044399
ERR1390011	10317.000044413
ERR1390012	10317.000044439
ERR1390013	10317.000048381
ERR1390014	10317.000048383
ERR1390015	10317.000048384
ERR1390016	10317.000048385
ERR1390017	10317.000048386
ERR1390018	10317.000048387
ERR1390019	10317.000048388
ERR1390020	10317.000048389
ERR1390021	10317.000048390
ERR1390022	10317.000048391
ERR1390023	10317.000048392
ERR1390024	10317.000048393
ERR1390025	10317.000048394
ERR1390026	10317.000048402
ERR1390027	10317.000048403
ERR1390028	10317.000048404
ERR1390029	10317.000048405
ERR1390030	10317.000048406
ERR1390031	10317.000048407
ERR1390032	10317.000048408
ERR1390033	10317.BLANK.1.10D.rAGA.RR
ERR1390034	10317.BLANK.1.10E.rAGA.RR
ERR1390035	10317.BLANK.1.10G.rAGA.RR
ERR1390036	10317.BLANK.1.10H.rAGA.RR
ERR1390037	10317.BLANK.1.11A.rAGA.RR
ERR1390038	10317.BLANK.1.11B.rAGA.RR
ERR1390039	10317.BLANK.1.11C.rAGA.RR
ERR1390040	10317.BLANK.1.11D.rAGA.RR
ERR1390041	10317.BLANK.1.11E.rAGA.RR
ERR1390042	10317.BLANK.1.11F.rAGA.RR
ERR1390043	10317.BLANK.1.11G.rAGA.RR
ERR1390044	10317.BLANK.1.11H.rAGA.RR
ERR1390045	10317.BLANK.1.6H.rAGA.RR
ERR1390046	10317.BLANK.AGA.1.12A.rAGA.RR
ERR1390047	10317.BLANK.AGA.1.12B.rAGA.RR
ERR1390048	10317.BLANK.AGA.1.12C.rAGA.RR
ERR1390049	10317.BLANK.AGA.1.12D.rAGA.RR
ERR1390050	10317.BLANK.AGA.1.12E.rAGA.RR
ERR1390051	10317.BLANK.AGA.1.12G.rAGA.RR
ERR1390052	10317.BLANK.AGA.1.12H.rAGA.RR
ERR1390053	10317.BLANK112.12A.rAGA.RR
ERR1390054	10317.BLANK112.12B.rAGA.RR
ERR1390055	10317.BLANK112.12C.rAGA.RR
ERR1390056	10317.BLANK112.12D.rAGA.RR
ERR1390057	10317.BLANK112.12E.rAGA.RR
ERR1390058	10317.BLANK112.12G.rAGA.RR
ERR1390059	10317.BLANK112.12H.rAGA.RR
ERR1390060	10317.BLANK113.1A.rAGA.RR
ERR1390061	10317.BLANK113.1B.rAGA.RR
ERR1390062	10317.BLANK113.1C.rAGA.RR
ERR1390063	10317.BLANK113.1D.rAGA.RR
ERR1390064	10317.BLANK113.1E.rAGA.RR
ERR1390065	10317.BLANK113.1F.rAGA.RR
ERR1390066	10317.BLANK113.1G.rAGA.RR
ERR1390067	10317.BLANK113.1H.rAGA.RR
ERR1390068	10317.BLANK115.3A.rAGA.RR
ERR1390069	10317.BLANK115.3B.rAGA.RR
ERR1390070	10317.BLANK115.3C.rAGA.RR
ERR1390071	10317.BLANK115.3D.rAGA.RR
ERR1390072	10317.BLANK115.3E.rAGA.RR
ERR1390073	10317.BLANK115.3F.rAGA.RR
ERR1390074	10317.BLANK115.3G.rAGA.RR
ERR1390075	10317.BLANK116.4A.rAGA.RR
ERR1390076	10317.BLANK116.4B.rAGA.RR
ERR1390077	10317.BLANK116.4C.rAGA.RR
ERR1390078	10317.BLANK116.4D.rAGA.RR
ERR1390079	10317.BLANK116.4E.rAGA.RR
ERR1390080	10317.BLANK116.4F.rAGA.RR
ERR1390081	10317.BLANK116.4G.rAGA.RR
ERR1390082	10317.BLANK116.4H.rAGA.RR
ERR1417412	10317.000021692
ERR1417413	10317.000021693
ERR1417414	10317.000028084
ERR1417415	10317.000028126
ERR1417416	10317.000028163
ERR1417417	10317.000028582
ERR1417418	10317.000028957
ERR1417419	10317.000029334
ERR1417420	10317.000029342
ERR1417421	10317.000029546
ERR1417422	10317.000029547
ERR1417423	10317.000029622
ERR1417424	10317.000030380
ERR1417425	10317.000030381
ERR1417426	10317.000030483
ERR1417427	10317.000030538
ERR1417428	10317.000030546
ERR1417429	10317.000030608
ERR1417430	10317.000030609
ERR1417431	10317.000030610
ERR1417432	10317.000030664
ERR1417433	10317.000030665
ERR1417434	10317.000030666
ERR1417435	10317.000030667
ERR1417436	10317.000030698
ERR1417437	10317.000030699
ERR1417438	10317.000030723
ERR1417439	10317.000032625
ERR1417440	10317.000032631
ERR1417441	10317.000032634
ERR1417442	10317.000032647
ERR1417443	10317.000032649
ERR1417444	10317.000032651
ERR1417445	10317.000032652
ERR1417446	10317.000032655
ERR1417447	10317.000032658
ERR1417448	10317.000032659
ERR1417449	10317.000032661
ERR1417450	10317.000032665
ERR1417451	10317.000032704
ERR1417452	10317.000032716
ERR1417453	10317.000032718
ERR1417454	10317.000032729
ERR1417455	10317.000032737
ERR1417456	10317.000032740
ERR1417457	10317.000032748
ERR1417458	10317.000032750
ERR1417459	10317.000032751
ERR1417460	10317.000032753
ERR1417461	10317.000032754
ERR1417462	10317.000032755
ERR1417463	10317.000032759
ERR1417464	10317.000032761
ERR1417465	10317.000032765
ERR1417466	10317.000032796
ERR1417467	10317.000032802
ERR1417468	10317.000032813
ERR1417469	10317.000032815
ERR1417470	10317.000032822
ERR1417471	10317.000032825
ERR1417472	10317.000032837
ERR1417473	10317.000032871
ERR1417474	10317.000032877
ERR1417475	10317.000032878
ERR1417476	10317.000032899
ERR1417477	10317.000032900
ERR1417478	10317.000032907
ERR1417479	10317.000032908
ERR1417480	10317.000032921
ERR1417481	10317.000032922
ERR1417482	10317.000032923
ERR1417483	10317.000032927
ERR1417484	10317.000032928
ERR1417485	10317.000032935
ERR1417486	10317.000032936
ERR1417487	10317.000032945
ERR1417488	10317.000032953
ERR1417489	10317.000032954
ERR1417490	10317.000032957
ERR1417491	10317.000032958
ERR1417492	10317.000032961
ERR1417493	10317.000032962
ERR1417494	10317.000032964
ERR1417495	10317.000032968
ERR1417496	10317.000032969
ERR1417497	10317.000032970
ERR1417498	10317.000032971
ERR1417499	10317.000032972
ERR1417500	10317.000032973
ERR1417501	10317.000032974
ERR1417502	10317.000032985
ERR1417503	10317.000032986
ERR1417504	10317.000033003
ERR1417505	10317.000033017
ERR1417506	10317.000033018
ERR1417507	10317.000033062
ERR1417508	10317.000033063
ERR1417509	10317.000033067
ERR1417510	10317.000033068
ERR1417511	10317.000033114
ERR1417512	10317.000033115
ERR1417513	10317.000033116
ERR1417514	10317.000033186
ERR1417515	10317.000033187
ERR1417516	10317.000033188
ERR1417517	10317.000033246
ERR1417518	10317.000033247
ERR1417519	10317.000033248
ERR1417520	10317.000033354
ERR1417521	10317.000033355
ERR1417522	10317.000033356
ERR1417523	10317.000033357
ERR1417524	10317.000033358
ERR1417525	10317.000033394
ERR1417526	10317.000033395
ERR1417527	10317.000033396
ERR1417528	10317.000033397
ERR1417529	10317.000033438
ERR1417530	10317.000033439
ERR1417531	10317.000033440
ERR1417532	10317.000033441
ERR1417533	10317.000033478
ERR1417534	10317.000033479
ERR1417535	10317.000033480
ERR1417536	10317.000033481
ERR1417537	10317.000033534
ERR1417538	10317.000033535
ERR1417539	10317.000033536
ERR1417540	10317.000033537
ERR1417541	10317.000033547
ERR1417542	10317.000033581
ERR1417543	10317.000033663
ERR1417544	10317.000035505
ERR1417545	10317.000037573
ERR1417546	10317.000037574
ERR1417547	10317.000037917
ERR1417548	10317.000037936
ERR1417549	10317.000037946
ERR1417550	10317.000037952
ERR1417551	10317.000037956
ERR1417552	10317.000037957
ERR1417553	10317.000037962
ERR1417554	10317.000037965
ERR1417555	10317.000037970
ERR1417556	10317.000037971
ERR1417557	10317.000037973
ERR1417558	10317.000037976
ERR1417559	10317.000037982
ERR1417560	10317.000037983
ERR1417561	10317.000037991
ERR1417562	10317.000037995
ERR1417563	10317.000037996
ERR1417564	10317.000038000
ERR1417565	10317.000038005
ERR1417566	10317.000038009
ERR1417567	10317.000038023
ERR1417568	10317.000038033
ERR1417569	10317.000038035
ERR1417570	10317.000038037
ERR1417571	10317.000038042
ERR1417572	10317.000038045
ERR1417573	10317.000038047
ERR1417574	10317.000038059
ERR1417575	10317.000038072
ERR1417576	10317.000038078
ERR1417577	10317.000038093
ERR1417578	10317.000038095
ERR1417579	10317.000038102
ERR1417580	10317.000038105
ERR1417581	10317.000038107
ERR1417582	10317.000038110
ERR1417583	10317.000038111
ERR1417584	10317.000038114
ERR1417585	10317.000038119
ERR1417586	10317.000038128
ERR1417587	10317.000038129
ERR1417588	10317.000038130
ERR1417589	10317.000038134
ERR1417590	10317.000038141
ERR1417591	10317.000038150
ERR1417592	10317.000038153
ERR1417593	10317.000038158
ERR1417594	10317.000038163
ERR1417595	10317.000038167
ERR1417596	10317.000038168
ERR1417597	10317.000038179
ERR1417598	10317.000038185
ERR1417599	10317.000038187
ERR1417600	10317.000038189
ERR1417601	10317.000038249
ERR1417602	10317.000038250
ERR1417603	10317.000038253
ERR1417604	10317.000038257
ERR1417605	10317.000038278
ERR1417606	10317.000038284
ERR1417607	10317.000038289
ERR1417608	10317.000038291
ERR1417609	10317.000038292
ERR1417610	10317.000038303
ERR1417611	10317.000038304
ERR1417612	10317.000038323
ERR1417613	10317.000038325
ERR1417614	10317.000038331
ERR1417615	10317.000038332
ERR1417616	10317.000038339
ERR1417617	10317.000038340
ERR1417618	10317.000038345
ERR1417619	10317.000038360
ERR1417620	10317.000038393
ERR1417621	10317.000038453
ERR1417622	10317.000038454
ERR1417623	10317.000038455
ERR1417624	10317.000038456
ERR1417625	10317.000039853
ERR1417626	10317.000039878
ERR1417627	10317.000039879
ERR1417628	10317.000039892
ERR1417629	10317.000039961
ERR1417630	10317.000039962
ERR1417631	10317.000039999
ERR1417632	10317.000040008
ERR1417633	10317.000040073
ERR1417634	10317.000040081
ERR1417635	10317.000040083
ERR1417636	10317.000040110
ERR1417637	10317.000040122
ERR1417638	10317.000040148
ERR1417639	10317.000040149
ERR1417640	10317.000040355
ERR1417641	10317.000040362
ERR1417642	10317.000040387
ERR1417643	10317.000040400
ERR1417644	10317.000040417
ERR1417645	10317.000041278
ERR1417646	10317.000041311
ERR1417647	10317.000041312
ERR1417648	10317.000041526
ERR1417649	10317.000041533
ERR1417650	10317.000041553
ERR1417651	10317.000041580
ERR1417652	10317.000041873
ERR1417653	10317.000041938
ERR1417654	10317.000041945
ERR1417655	10317.000041948
ERR1417656	10317.000042021
ERR1417657	10317.000042738
ERR1417658	10317.000042764
ERR1417659	10317.000042978
ERR1417660	10317.000042980
ERR1417661	10317.000042982
ERR1417662	10317.000042984
ERR1417663	10317.000042994
ERR1417664	10317.000043014
ERR1417665	10317.000043016
ERR1417666	10317.BLANK109.9A.rp.109.110.111
ERR1417667	10317.BLANK109.9B.rp.109.110.111
ERR1417668	10317.BLANK109.9C.rp.109.110.111
ERR1417669	10317.BLANK109.9D.rp.109.110.111
ERR1417670	10317.BLANK109.9E.rp.109.110.111
ERR1417671	10317.BLANK109.9F.rp.109.110.111
ERR1417672	10317.BLANK109.9G.rp.109.110.111
ERR1417673	10317.BLANK109.9H.rp.109.110.111
ERR1417674	10317.BLANK110.10A.rp.109.110.111
ERR1417675	10317.BLANK110.10B.rp.109.110.111
ERR1417676	10317.BLANK110.10C.rp.109.110.111
ERR1417677	10317.BLANK110.10D.rp.109.110.111
ERR1417678	10317.BLANK110.10E.rp.109.110.111
ERR1417679	10317.BLANK110.10F.rp.109.110.111
ERR1417680	10317.BLANK110.10G.rp.109.110.111
ERR1417681	10317.BLANK110.10H.rp.109.110.111
ERR1417682	10317.BLANK111.11A.rp.109.110.111
ERR1417683	10317.BLANK111.11B.rp.109.110.111
ERR1417684	10317.BLANK111.11C.rp.109.110.111
ERR1417685	10317.BLANK111.11D.rp.109.110.111
ERR1417686	10317.BLANK111.11E.rp.109.110.111
ERR1417687	10317.BLANK111.11F.rp.109.110.111
ERR1417688	10317.BLANK111.11G.rp.109.110.111
ERR1417689	10317.BLANK111.11H.rp.109.110.111
ERR1458696	10317.000002029
ERR1458697	10317.000002078
ERR1458698	10317.000002908
ERR1458699	10317.000005456
ERR1458700	10317.000005890
ERR1458701	10317.000006849
ERR1458702	10317.000006857
ERR1458703	10317.000007041
ERR1458704	10317.000007780
ERR1458705	10317.000009059
ERR1458706	10317.000009431
ERR1458707	10317.000012267
ERR1458708	10317.000013291
ERR1458709	10317.000015307
ERR1458710	10317.000015308
ERR1458711	10317.000015309
ERR1458712	10317.000017280
ERR1458713	10317.000017383
ERR1458714	10317.000017752
ERR1458715	10317.000020485
ERR1458716	10317.000020498
ERR1458717	10317.000021976
ERR1458718	10317.000022144
ERR1458719	10317.000022145
ERR1458720	10317.000022372
ERR1458721	10317.000022373
ERR1458722	10317.000022374
ERR1458723	10317.000022566
ERR1458724	10317.000023096
ERR1458725	10317.000023519
ERR1458726	10317.000023532
ERR1458727	10317.000023541
ERR1458728	10317.000023554
ERR1458729	10317.000023560
ERR1458730	10317.000023616
ERR1458731	10317.000023622
ERR1458732	10317.000023654
ERR1458733	10317.000023655
ERR1458734	10317.000023656
ERR1458735	10317.000023657
ERR1458736	10317.000023661
ERR1458737	10317.000023663
ERR1458738	10317.000023667
ERR1458739	10317.000023668
ERR1458740	10317.000023669
ERR1458741	10317.000023745
ERR1458742	10317.000023746
ERR1458743	10317.000023747
ERR1458744	10317.000023748
ERR1458745	10317.000023807
ERR1458746	10317.000023894
ERR1458747	10317.000023895
ERR1458748	10317.000023949
ERR1458749	10317.000023967
ERR1458750	10317.000027278
ERR1458751	10317.000027340
ERR1458752	10317.000027373
ERR1458753	10317.000027374
ERR1458754	10317.000027745
ERR1458755	10317.000028103
ERR1458756	10317.000028378
ERR1458757	10317.000028379
ERR1458758	10317.000028380
ERR1458759	10317.000028418
ERR1458760	10317.000028534
ERR1458761	10317.000028571
ERR1458762	10317.000028573
ERR1458763	10317.000028600
ERR1458764	10317.000028659
ERR1458765	10317.000028742
ERR1458766	10317.000028806
ERR1458767	10317.000029234
ERR1458768	10317.000029292
ERR1458769	10317.000030376
ERR1458770	10317.000030405
ERR1458771	10317.000030544
ERR1458772	10317.000030548
ERR1458773	10317.000030549
ERR1458774	10317.000030551
ERR1458775	10317.000030585
ERR1458776	10317.000030588
ERR1458777	10317.000030612
ERR1458778	10317.000030737
ERR1458779	10317.000030755
ERR1458780	10317.000030761
ERR1458781	10317.000030974
ERR1458782	10317.000031066
ERR1458783	10317.000031067
ERR1458784	10317.000031270
ERR1458785	10317.000031325
ERR1458786	10317.000031489
ERR1458787	10317.000031838
ERR1458788	10317.000032619
ERR1458789	10317.000032632
ERR1458790	10317.000032660
ERR1458791	10317.000032732
ERR1458792	10317.000032736
ERR1458793	10317.000032741
ERR1458794	10317.000032745
ERR1458795	10317.000032760
ERR1458796	10317.000032764
ERR1458797	10317.000032817
ERR1458798	10317.000032844
ERR1458799	10317.000032881
ERR1458800	10317.000032903
ERR1458801	10317.000032904
ERR1458802	10317.000032909
ERR1458803	10317.000032941
ERR1458804	10317.000032949
ERR1458805	10317.000033004
ERR1458806	10317.000033077
ERR1458807	10317.000033085
ERR1458808	10317.000033134
ERR1458809	10317.000033172
ERR1458810	10317.000033183
ERR1458811	10317.000033185
ERR1458812	10317.000033193
ERR1458813	10317.000033194
ERR1458814	10317.000033228
ERR1458815	10317.000033229
ERR1458816	10317.000033230
ERR1458817	10317.000033327
ERR1458818	10317.000033382
ERR1458819	10317.000033383
ERR1458820	10317.000033384
ERR1458821	10317.000033385
ERR1458822	10317.000033390
ERR1458823	10317.000033392
ERR1458824	10317.000033426
ERR1458825	10317.000033427
ERR1458826	10317.000033428
ERR1458827	10317.000033429
ERR1458828	10317.000033458
ERR1458829	10317.000033467
ERR1458830	10317.000033470
ERR1458831	10317.000033474
ERR1458832	10317.000033475
ERR1458833	10317.000033476
ERR1458834	10317.000033482
ERR1458835	10317.000033510
ERR1458836	10317.000033511
ERR1458837	10317.000033512
ERR1458838	10317.000033513
ERR1458839	10317.000033558
ERR1458840	10317.000033559
ERR1458841	10317.000033560
ERR1458842	10317.000033561
ERR1458843	10317.000033562
ERR1458844	10317.000033563
ERR1458845	10317.000033567
ERR1458846	10317.000033568
ERR1458847	10317.000033569
ERR1458848	10317.000033576
ERR1458849	10317.000033577
ERR1458850	10317.000033582
ERR1458851	10317.000033583
ERR1458852	10317.000033584
ERR1458853	10317.000033585
ERR1458854	10317.000033590
ERR1458855	10317.000033591
ERR1458856	10317.000033592
ERR1458857	10317.000033593
ERR1458858	10317.000033738
ERR1458859	10317.000033787
ERR1458860	10317.000034581
ERR1458861	10317.000034598
ERR1458862	10317.000034600
ERR1458863	10317.000034601
ERR1458864	10317.000035168
ERR1458865	10317.000035169
ERR1458866	10317.000035171
ERR1458867	10317.000035272
ERR1458868	10317.000035277
ERR1458869	10317.000035447
ERR1458870	10317.000035453
ERR1458871	10317.000035478
ERR1458872	10317.000035771
ERR1458873	10317.000036086
ERR1458874	10317.000036090
ERR1458875	10317.000036145
ERR1458876	10317.000036401
ERR1458877	10317.000036407
ERR1458878	10317.000036460
ERR1458879	10317.000036732
ERR1458880	10317.000036735
ERR1458881	10317.000036745
ERR1458882	10317.000036746
ERR1458883	10317.000036747
ERR1458884	10317.000036866
ERR1458885	10317.000036880
ERR1458886	10317.000036883
ERR1458887	10317.000036929
ERR1458888	10317.000036935
ERR1458889	10317.000036971
ERR1458890	10317.000036981
ERR1458891	10317.000037503
ERR1458892	10317.000037504
ERR1458893	10317.000037508
ERR1458894	10317.000037509
ERR1458895	10317.000037511
ERR1458896	10317.000037541
ERR1458897	10317.000037542
ERR1458898	10317.000037543
ERR1458899	10317.000037549
ERR1458900	10317.000037604
ERR1458901	10317.000037937
ERR1458902	10317.000037944
ERR1458903	10317.000037945
ERR1458904	10317.000037977
ERR1458905	10317.000037981
ERR1458906	10317.000038007
ERR1458907	10317.000038025
ERR1458908	10317.000038032
ERR1458909	10317.000038034
ERR1458910	10317.000038043
ERR1458911	10317.000038062
ERR1458912	10317.000038065
ERR1458913	10317.000038070
ERR1458914	10317.000038077
ERR1458915	10317.000038085
ERR1458916	10317.000038090
ERR1458917	10317.000038098
ERR1458918	10317.000038125
ERR1458919	10317.000038132
ERR1458920	10317.000038133
ERR1458921	10317.000038147
ERR1458922	10317.000038149
ERR1458923	10317.000038152
ERR1458924	10317.000038183
ERR1458925	10317.000038184
ERR1458926	10317.000038199
ERR1458927	10317.000038200
ERR1458928	10317.000038219
ERR1458929	10317.000038223
ERR1458930	10317.000038225
ERR1458931	10317.000038263
ERR1458932	10317.000038264
ERR1458933	10317.000038273
ERR1458934	10317.000038306
ERR1458935	10317.000038318
ERR1458936	10317.000038321
ERR1458937	10317.000038322
ERR1458938	10317.000038330
